yearlink;year;municipality;link;ingeschreven;neergelegd;blanco_ongeldig
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Machelen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=934&party_id=;NA;8375;258
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Maldegem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=883&party_id=;NA;14362;536
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Malle;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=457&party_id=;NA;6063;258
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Malmedy;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=792&party_id=;NA;6759;301
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Manage;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=684&party_id=;NA;12876;617
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Manhay;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1119&party_id=;NA;1731;21
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Marche en Famenne;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1115&party_id=;NA;8040;31
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Marchin;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=745&party_id=;NA;2774;97
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Martelange;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1101&party_id=;9;1025;30
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Mechelen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=464&party_id=;NA;56036;2345
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Meerhout;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=485&party_id=;NA;5931;203
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Meeuwen-Gruitrode;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1084&party_id=;NA;5994;197
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Meise;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=977&party_id=;NA;8586;326
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Meix devant Virton;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1135&party_id=;NA;1677;42
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Melle;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=896&party_id=;NA;6717;296
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Menen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1020&party_id=;NA;23750;1235
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Merbes-le-Château;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=721&party_id=;NA;2474;92
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Merchtem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=935&party_id=;NA;8512;192
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Merelbeke;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=897&party_id=;NA;13522;291
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Merksplas;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=486&party_id=;NA;3390;85
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Mesen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1006&party_id=;NA;742;6
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Messancy;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1102&party_id=;17;3452;118
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Mettet;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=843&party_id=;NA;6310;211
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Meulebeke;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1041&party_id=;NA;7636;240
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Middelkerke;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1028&party_id=;NA;9433;334
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Modave;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=746&party_id=;NA;2060;58
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Moerbeke;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=898&party_id=;NA;3595;127
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Moeskroen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=704&party_id=;NA;34814;2136
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Mol;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=487&party_id=;NA;19319;946
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Momignies;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=722&party_id=;NA;3335;122
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Mont-Saint-Guibert;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=633&party_id=;NA;2571;55
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Montigny-le-Tilleul;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=685&party_id=;NA;6827;194
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Moorslede;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1037&party_id=;NA;7196;259
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Morlanwelz;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=726&party_id=;NA;10003;447
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Mortsel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=443&party_id=;NA;19361;678
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Musson;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1136&party_id=;NA;2346;90
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Namen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=844&party_id=;NA;60653;2600
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Nandrin;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=747&party_id=;NA;2103;36
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Nassogne;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1116&party_id=;NA;2815;53
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Nazareth;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=899&party_id=;NA;5774;100
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Neerpelt;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1078&party_id=;NA;7325;225
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Neufchâteau;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1126&party_id=;NA;3977;25
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Neupre;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=777&party_id=;NA;4279;124
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Nevele;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=900&party_id=;NA;7415;133
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Niel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=444&party_id=;NA;6878;258
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Nieuwerkerken;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1064&party_id=;NA;3821;85
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Nieuwpoort;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1052&party_id=;NA;5609;178
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Nijlen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=465&party_id=;NA;12257;437
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Nijvel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=634&party_id=;NA;13061;411
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Ninove;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=866&party_id=;NA;17963;354
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Ohey;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=845&party_id=;NA;2265;42
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Olen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=488&party_id=;NA;5783;185
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Olne;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=793&party_id=;NA;1604;43
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Onhaye;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=831&party_id=;NA;1673;20
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oostende;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1029&party_id=;NA;48549;3172
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oosterzele;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=901&party_id=;NA;8507;111
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oostkamp;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=995&party_id=;NA;12120;363
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oostrozebeke;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1042&party_id=;NA;4504;196
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Opglabbeek;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1065&party_id=;NA;3866;69
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Opwijk;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=936&party_id=;NA;7711;192
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oreye;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=816&party_id=;NA;2084;25
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Orp-Jauche;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=644&party_id=;NA;4481;83
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Ottignies-Louvain-la-Neuve;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=645&party_id=;NA;8600;667
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oud-Heverlee;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=963&party_id=;NA;4966;84
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oud-Turnhout;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=489&party_id=;NA;5628;251
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oudenaarde;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=908&party_id=;NA;19817;408
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oudenburg;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1030&party_id=;NA;5410;144
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oudergem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=651&party_id=;NA;22313;856
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Ouffet;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=748&party_id=;NA;1558;33
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Oupeye;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=768&party_id=;NA;12977;293
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Overijse;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=937&party_id=;NA;11690;402
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Overpelt;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1079&party_id=;NA;6869;266
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Paliseul;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1127&party_id=;NA;3433;50
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Pecq;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=731&party_id=;NA;3639;94
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Peer;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1080&party_id=;NA;7100;182
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Pepingen;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=938&party_id=;NA;2528;37
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Pepinster;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=794&party_id=;NA;5901;231
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Péruwelz;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=732&party_id=;NA;10706;536
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Perwijs;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=635&party_id=;NA;3932;69
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Philippeville;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=857&party_id=;NA;4417;127
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Pittem;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1043&party_id=;NA;4343;148
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Pont-à-Celles;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=686&party_id=;NA;10054;305
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Poperinge;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1007&party_id=;NA;13785;467
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Profondeville;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=846&party_id=;NA;5352;188
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Putte;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=466&party_id=;NA;9899;285
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Puurs;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=467&party_id=;NA;10597;245
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Quaregnon;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=698&party_id=;NA;11812;598
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Quevy;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=703&party_id=;NA;5054;137
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Quievrain;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=699&party_id=;NA;4310;115
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Raeren;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=795&party_id=;NA;3591;144
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Ramillies;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=646&party_id=;NA;2907;48
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Ranst;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=445&party_id=;NA;8956;293
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Ravels;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=490&party_id=;NA;5867;156
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Remicourt;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=817&party_id=;NA;3236;64
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Rendeux;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1117&party_id=;NA;1347;12
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Retie;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=491&party_id=;NA;5028;229
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Riemst;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1093&party_id=;NA;9921;149
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Rijkevorsel;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=492&party_id=;NA;5539;235
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Rixensart;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=636&party_id=;NA;12049;492
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Rochefort;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=832&party_id=;NA;7104;144
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Roeselare;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1038&party_id=;NA;35922;1691
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Ronse;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=909&party_id=;NA;17967;736
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Roosbeek;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=647&party_id=;NA;5289;175
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Roosdaal;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=981&party_id=;NA;6916;308
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Rotselaar;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=964&party_id=;NA;7398;228
http://www.ibzdgip.fgov.be/result/nl/result_vt.php?date=1976-10-10&vt=CG;10/10/1976;Rouvroy;http://www.ibzdgip.fgov.be/result/nl/result_ko.php?date=1976-10-10&vt=CG&ko_type=KO_CG&ko=1141&party_id=;NA;1038;20
